Lat,Lon,Alt,Precip,Temp,Year,JulianDay_Sin,O18A,H2A,O18P,H2P
35.61666667000001,-106.0888889,1940.0,48.12,12.644311523437525,1990.9999999999998,0.9242907221930935,-15.48,-112.1,-6.694048,-44.483253
76.52,-68.83,77.0,3.0,-23.8,1970.0,0.9510565162951534,-30.19,-230.7,-5.319491,-40.72407
45.32,-75.67,114.0,69.0,21.88179931640628,2018.0000000000002,-0.6932812268869771,-6.516,-40.8,-6.370237,-40.859814
76.76666667,-18.66666667,12.0,6.2,-24.0,2003.0,-0.2884824328806098,-25.47,-187.8,-6.839897,-44.112976
48.78,-123.13,178.0,0.5587619074503891,15.203759765625025,1999.0,0.29671281927349086,-9.19,-69.7,-7.207649,-47.581196
47.98,-55.82,22.900000000000002,0.0,1.4301391601562727,1999.9999999999998,-0.2719581575341052,-9.07,-58.2,-9.387165,-63.012997
63.519999999999996,-116.0,241.0,1.2063356320140883,13.662957763671898,2008.0,-0.6932812268869771,-17.72,-132.1,-7.8979053,-52.53771
33.21722222,-87.54305556,65.0,12.6,3.4320007324218977,2008.0,0.5524353131676196,-3.3,-11.4,-7.9596605,-53.217495
62.28,-114.27,205.0,10.4,-9.129583740234352,2021.9999999999998,0.9562348265919057,-21.162,-175.1,-9.540737,-66.38952
48.78,-123.13,178.0,0.0,19.173944091796898,2005.0,-0.680773409477016,-7.8,-60.7,-7.215606,-47.94117
35.129999999999995,-111.67,2137.0,34.0,17.4,1963.9999999999998,-0.6932812268869771,-5.5,-58.9,-4.9191227,-34.71223
74.72,-94.98,67.0,2.0,-27.70690002441404,2021.0,0.7116566222817746,-30.764,-236.2,-4.5589266,-31.852154
45.32,-75.67,114.0,89.0,-7.599999999999999,1978.0000000000002,-0.2884824328806098,-18.0,-130.8,-10.296519,-70.61476
71.3,-156.78,7.0,22.0,-0.10000000000000003,1969.0000000000002,-0.680773409477016,-20.16,-157.6,-3.5354874,-26.129837
41.153055560000006,-96.49277777999998,352.0,8.0,4.1,1992.0,0.9813064702716093,-8.7,-59.0,-10.487188,-76.52316
76.76666667,-18.66666667,12.0,6.0,3.4999999999999996,1994.0,-0.680773409477016,-17.09,-135.7,-10.365125,-68.4037
53.32,-60.42,46.0,0.0,8.166772460937523,2003.9999999999998,0.7295575540864874,-11.86,-89.4,-7.295791,-48.24664
45.36999999999999,-63.27,40.0,61.0,16.9,1978.0000000000002,-0.21352091543979593,-8.9,-55.0,-4.514017,-28.600597
49.81999999999999,-74.97,381.1,0.0,6.153497314453148,2006.0,0.7412220108485961,-11.65,-84.9,-12.690736,-94.39821
38.78999999999999,-27.19,70.0,152.0,14.5,1999.0,0.2386727660059501,-3.945,-20.65,-5.7889895,-36.73134
48.78,-123.13,178.0,3.689053177367896,14.449792480468773,2001.9999999999998,-0.9587178169872964,-6.2,-42.5,-6.9751797,-45.3104
42.290555559999994,-85.58444444,236.0,2.5,3.1236511230468977,1992.9999999999998,0.7909456567567771,-19.8,-114.0,-10.671971,-76.97181
45.32,-75.67,114.0,106.2,22.1,2005.0,-0.21352091543979593,-7.08,-50.9,-6.187274,-40.1264
37.77,-25.65,175.0,98.0,15.7,2012.0,0.9562348265919057,-4.38,-21.8,-9.599945,-68.4442
64.13,-21.93,14.0,127.4,3.4999999999999996,2016.0000000000002,-0.7116566222817751,-8.67,-60.2,-7.510802,-46.274128
45.36999999999999,-63.27,40.0,180.0,4.7,1979.0,-0.7236440382959123,-9.3,-65.0,-5.0837746,-30.54553
47.67000000000001,-124.48,21.000000000000004,75.0,7.071832275390648,1965.0,0.9510565162951534,-9.4,-67.6,-3.124221,-18.452244
33.21722222,-87.54305556,65.0,13.1,26.40548095703128,2006.0,0.34561231267073356,-1.7,1.6,-6.955856,-46.42249
69.1,-105.1166667,27.000000000000004,11.0,5.4,1992.0,-0.6932812268869771,-15.93,-130.3,-6.4042807,-42.27462
31.619999999999994,-97.21999999999998,156.0,82.0,15.300000000000002,1963.0,-0.7236440382959123,-4.2,-16.8,-4.4447494,-29.554083
47.67000000000001,-124.48,21.000000000000004,85.0,10.504388427734398,1965.0,0.7412220108485961,-6.9,-49.0,-2.9750817,-18.710896
50.11999999999999,-104.42000000000002,580.0,1.9305437745060767,-21.391500854492165,2009.0000000000002,0.2386727660059501,-28.81,-214.4,-9.846013,-68.411835
45.36999999999999,-63.27,40.0,94.0,0.0,1981.0,0.9510565162951534,-12.4,-87.0,-6.090849,-38.93543
45.3738,-75.6862,80.0,71.7,-5.4,2017.0,0.6994583270516471,-10.48,-79.5,-8.758818,-59.593678
64.13,-21.93,14.0,77.0,10.2,2001.9999999999998,-0.680773409477016,-8.83,-67.0,-6.6835723,-41.172375
64.13,-21.93,14.0,52.1,0.8999999999999999,2006.0,0.9510565162951534,-9.86,-68.16,-7.8748493,-53.276424
37.77,-25.65,175.0,80.0,13.0,1972.9999999999998,0.9510565162951534,-4.1,-22.9,-7.7346497,-54.230816
76.23333333,-119.2833333,15.0,5.0,-32.6,1990.0,-0.2884824328806098,-31.25,-234.1,-4.659811,-36.40184
53.57,-113.52,671.0,70.0,10.1,1965.0,0.7412220108485961,-17.0,-129.2,-5.7638774,-37.35803
63.519999999999996,-116.0,241.0,0.0,-30.325155639648415,2001.0,-0.2884824328806098,-26.09,-200.8,-7.106282,-48.300323
48.78,-123.13,178.0,7.09755253046751,15.443261718750023,2010.0,-0.680773409477016,-9.33,-69.8,-7.1704974,-46.854885
