Date	Amount(mm)	d18O	d2H
2016-12-16	0.5	-15.04912201	-114.7456003
2016-12-19	3.4	-9.405078531	-69.8613448
2016-12-21	1.1	-11.66095502	-74.73431998
2016-12-27	10.3	-15.77385513	-119.4510277
2016-12-29	0.8	-10.756665	-98.65009861
2016-12-31	0.4	-9.801419409	-75.87376295
2017-01-02	0.6	-11.99360327	-78.82490762
2017-01-03	0.4	-20.70853859	-148.3917501
2017-01-04	0.9	-16.8103012	-109.9937816
2017-01-09	2.5	-16.92797432	-123.453169
2017-01-11	1.9	-14.85290195	-113.3679183
2017-01-12	11.5	-14.37973337	-102.2271421
2017-01-13	13.1	-19.20159571	-146.2554094
2017-01-16	1.6	-19.34998188	-141.2281131
2017-01-17	0.2	-16.87055031	-124.9222722
2017-01-18	0.4	-18.37358544	-139.3719038
2017-01-19	0.8	-9.927026408	-66.14351461
2017-01-23	1.7	-10.02324825	-69.63609006
2017-01-25	0.3	-15.31761341	-116.4138797
2017-01-30	0.6	-18.56918972	-136.6987929
2017-02-02	0.7	-10.59012864	-69.60193672
2017-02-06	0.6	-12.27799344	-87.86931522
2017-02-13	0.3	-11.33175633	-76.92541349
2017-02-20	10.2	-21.16853751	-165.2350742
2017-02-22	1.3	-17.10915626	-121.9715167
2017-02-23	2.9	-25.33732553	-196.1047955
2017-02-27	4.4	-28.46260966	-220.6199732
2017-02-28	4.2	-13.93235971	-103.8989758
2017-03-01	6.7	-20.3447339	-157.9627347
2017-03-02	0.9	-11.50848154	-80.54246004
2017-03-03	0.7	-14.41312486	-108.7947337
2017-03-09	3.5	-18.6954435	-138.8694137
2017-03-14	4.1	-12.7885765	-92.81395056
2017-03-15	6.2	-15.48040076	-117.7787585
2017-03-20	0.8	-13.63040065	-106.567297
2017-03-21	0.5	-10.46764924	-76.7400373
2017-03-22	2.6	-19.68840366	-154.005857
2017-04-03	13	-22.50582748	-174.154635
2017-04-07	0.5	-8.383527971	-56.65792278
2017-04-10	2.9	-10.04734743	-73.96907027
2017-04-12	6	-13.87859225	-105.0459243
2017-04-13	1.6	-13.37155274	-93.31366914
2017-04-24	3	-12.94544371	-100.3415803
2017-04-26	0.6	-13.24571983	-96.58079171
2017-05-02	3.7	-14.91096309	-113.6199164
2017-05-08	4	-11.48753822	-75.3009651
2017-05-10	1.1	-13.36880362	-91.59321373
2017-05-11	0.9	-14.076314	-98.33266644
2017-05-12	0.2	-11.25408687	-72.26082106
2017-05-17	2.2	-10.27285948	-77.10954524
2017-05-19	41.1	-8.849711506	-62.40244825
2017-05-29	33	-6.756282995	-53.6191353
2017-06-01	2.5	-13.04157568	-96.35313007
2017-06-02	0.4	-14.15154907	-106.1698761
2017-06-05	2.9	-7.880863642	-60.04959049
2017-06-07	5.8	-11.74962689	-91.73866413
2017-06-09	0.2	-9.052547242	-70.72115853
2017-06-19	4	-4.190334664	-49.17649053
2017-06-20	3.5	-10.46753927	-78.44273632
2017-06-21	1.4	-13.38135637	-103.8215475
2017-06-22	7.5	-10.30816668	-81.45294067
2017-06-26	20.7	-13.35812535	-99.22604684
2017-06-27	6.6	-10.62268108	-82.26161532
2017-07-04	19.3	-12.71854398	-93.12070179
2017-07-05	5.3	-14.12614651	-111.4379063
2017-07-13	8.3	-10.04905653	-69.58983139
2017-07-14	1.2	-11.64290502	-87.51059554
2017-07-17	8.3	-10.33324414	-79.70615279
2017-07-19	6.7	-9.583152211	-77.68284063
2017-07-20	0.6	-8.280526574	-69.97470521
2017-07-21	0.9	-9.31207736	-73.14712177
2017-07-21	0.1	-6.733307722	-64.65317797
2017-07-24	3.6	-8.365286908	-70.93315722
2017-07-25	1	-7.81803538	-62.31185604
2017-07-31	3.8	-7.422368281	-62.61005656
2017-08-02	13.9	-14.83326719	-110.3777986
2017-08-03	0.5	-10.48481997	-89.46781564
2017-08-11	14	-7.634970678	-50.96189815
2017-08-14	0.2	-5.842581704	-53.52689186
2017-08-17	3.2	-7.508108049	-49.25457606
2017-08-21	16.1	-10.02789593	-73.01376223
2017-08-22	1.3	-12.57229832	-99.23228522
2017-08-28	4.7	-12.36599185	-96.03738002
2017-08-30	4.3	-7.764173303	-56.22591435
2017-09-01	3.3	-8.832622435	-74.50896065
2017-09-08	8.2	-11.60122847	-81.42251187
2017-09-11	57.3	-13.93504893	-102.2445279
2017-09-12	1.2	-9.483395941	-66.01058463
2017-09-13	23.7	-11.57714548	-82.46752905
2017-09-18	4.5	-15.74774521	-119.0919018
2017-09-20	4.4	-11.91400469	-83.71360479
2017-09-21	4.1	-12.98466141	-89.04893595
2017-09-25	0.3	-9.349569962	-62.88455538
2017-10-02	2.9	-10.04991235	-64.14502135
2017-10-03	24.2	-13.3425133	-93.68785755
2017-10-04	10.6	-11.80853507	-84.50011404
2017-10-05	8.7	-12.88157527	-95.12724219
2017-10-06	3.7	-18.53599695	-143.6122559
2017-10-09	8.7	-16.51366321	-122.9958672
2017-10-10	3.9	-14.61623628	-105.9540835
2017-10-11	2.9	-13.58296791	-95.26333241
2017-10-12	1.3	-14.93793934	-106.0860833
2017-10-13	1.1	-15.21163343	-106.6583216
2017-10-16	8.6	-12.75734195	-90.71900453
2017-10-25	3.7	-12.20160515	-74.51610119
2017-10-26	8.9	-24.48335072	-186.2981841
2017-10-30	2.6	-21.2198999	-160.4454075
2017-11-02	6	-15.19639411	-109.2312825
2017-11-03	0.9	-19.98511773	-144.3322782
2017-11-06	6.9	-10.0254999	-69.39184759
2017-11-08	0.3	-9.939044204	-56.46682432
2017-11-10	5.8	-14.40655411	-104.0011473
2017-11-13	6.6	-19.390144	-146.25996
2017-11-17	7.3	-15.70874617	-117.6182065
2017-11-20	3.4	-17.83993524	-130.5648416
2017-11-23	8.1	-19.08310562	-137.1587743
2017-11-24	13.9	-13.25087052	-96.80300905
2017-11-27	4.9	-11.03524509	-73.68180226
2017-11-29	0.3	-14.5062512	-94.62779153
2017-12-04	7	-16.84900097	-121.5898201
2017-12-06	2.2	-16.23268143	-115.5296853
2017-12-08	10.7	-16.04974524	-118.8856717
2017-12-11	30.1	-13.50510616	-94.91533095
2017-12-12	5.1	-15.92157486	-112.1644814
2017-12-15	5.3	-18.04217581	-132.0799967
2017-12-18	0.4	-16.71180435	-117.9522463
2017-12-19	0.6	-17.52571846	-130.8223315
2017-12-20	9.6	-11.15340262	-80.30763307
2017-12-27	4.9	-18.37891751	-133.7667911
2017-12-28	2.1	-15.80233092	-110.7400844
2017-12-29	10.9	-19.70060944	-150.9057873
2017-12-31	0.4	-14.99066925	-104.5222218
2018-01-02	6.3	-12.13554863	-82.83139783
2018-01-03	4	-17.01262172	-127.6795984
2018-01-08	13.4	-23.91262314	-181.2413122
2018-01-16	4.4	-11.97684721	-72.00858972
2018-01-18	1	-18.94252361	-127.3703313
2018-01-19	2.7	-25.16962406	-187.5495685
2018-01-22	3.3	-18.49566722	-129.2155324
2018-01-23	0.2	-17.79147159	-120.4647465
2018-01-24	6.8	-17.88895693	-135.664351
2018-01-25	6.3	-13.85008443	-111.2706734
2018-01-29	1.8	-14.11693676	-104.8213837
2018-01-29	1.8	-15.36624068	-112.2172608
2018-02-02	0.7	-20.33103274	-146.5698852
2018-02-05	1.2	-16.20901501	-109.142069
2018-02-07	3.3	-24.39994407	-184.3847752
2018-02-09	0.2	-11.90404723	-80.11782137
2018-02-12	1.9	-13.17699551	-87.66976546
2018-02-13	3.4	-17.01021504	-123.9095312
2018-02-14	3.9	-16.14211749	-122.1798638
2018-02-19	0.9	-13.65008712	-92.69985023
2018-02-23	0.1	-17.27579097	-119.8412138
2018-02-26	0.2	-12.93758818	-81.68693057
2018-03-05	1.3	-17.32459317	-123.0972621
2018-03-06	1	-27.31311741	-214.7388334
2018-03-07	2.2	-22.98606624	-170.9606193
2018-03-09	2.6	-20.33793315	-154.0808389
2018-03-12	4	-18.60058472	-143.0482559
2018-03-13	3.8	-21.92092004	-168.9701126
2018-03-21	1.7	-17.99618503	-135.2702218
2018-03-26	9.5	-18.76948228	-140.9681365
2018-04-05	8.4	-16.05206407	-118.4134041
2018-04-06	6.6	-18.10133641	-137.1355359
2018-04-09	1.3	-16.99604017	-130.3145724
2018-04-20	0.5	-3.510509103	-38.06065577
2018-04-24	1.3	-10.5648094	-79.94153331
2018-04-25	1.3	-10.82544296	-79.07665393
2018-05-02	5.8	-11.13695473	-80.19836574
2018-05-03	1	-10.44215704	-76.29702973
2018-05-04	5.3	-12.3052252	-87.77909595
2018-05-07	1.1	-4.645537411	-41.59507927
2018-05-15	34.3	-6.787765463	-49.79110064
2018-06-01	1.4	-7.540211203	-51.82247907
2018-06-08	1.4	-3.562056805	-37.7833316
2018-06-13	1.2	-4.936021616	-49.08485318
2018-06-18	11.1	-7.799731674	-58.0668392
2018-06-20	8.8	-9.657991645	-73.81598864
2018-06-25	22.1	-11.90213272	-105.0428123
2018-06-29	7	-9.897374166	-75.47020806
2018-07-05	0.5	-5.514179687	-48.40753803
2018-07-13	2.5	-12.65896597	-90.54622236
2018-07-24	35.1	-9.233876748	-65.50274582
2018-07-26	15.6	-7.519389273	-53.09748687
2018-07-30	29.9	-6.971921967	-43.8906614
2018-08-03	12.8	-7.159730724	-49.68361393
2018-08-06	4.6	-15.16178607	-115.2734566
2018-08-07	1	-9.572475017	-78.69179816
2018-08-09	0.8	-7.497939334	-55.75377051
2018-08-13	0.7	-4.925481814	-50.06917557
2018-08-17	0.6	-6.155004902	-44.76266676
2018-08-20	2.7	-6.21622596	-51.01323591
2018-08-23	3.5	-8.835243854	-63.44144268
2018-08-24	3.2	-9.242230929	-69.20920852
2018-08-27	12.1	-13.0562153	-94.36053991
2018-08-31	5.6	-10.46416181	-71.58393348
2018-09-10	0.2	-7.872457556	-50.03044283
2018-09-11	5.1	-12.90508903	-90.77242295
2018-09-12	1.4	-9.825648849	-68.77553091
2018-09-13	1.4	-17.52207474	-132.0085616
2018-09-17	2.5	-9.632243522	-74.67838651
2018-09-20	12.5	-9.976008499	-73.9515654
2018-09-21	1.3	-9.410612903	-71.68450996
2018-09-24	9.7	-7.054674171	-50.70561233
2018-09-26	3.5	-15.73247795	-120.4474548
2018-10-01	2.2	-14.57785632	-110.1535275
2018-10-03	0.9	-18.75422968	-137.3313804
2018-10-05	6.6	-13.50860838	-96.82358004
2018-10-08	1.7	-15.27177484	-113.0184643
2018-10-16	2.7	-10.23555107	-85.28722507
2018-10-17	0.6	-9.799132422	-70.10380315
2018-10-22	9.7	-12.64287533	-93.42095507
2018-10-29	0.2	-13.66914213	-88.89475133
2018-10-31	13.9	-12.75290448	-86.66127513
2018-11-01	2	-11.11632518	-76.41685741
2018-11-02	0.4	-10.14624927	-67.79132032
2018-11-05	6.3	-9.132751017	-58.66031785
2018-11-07	1.1	-8.779871884	-59.64860069
2018-11-09	0.9	-9.696335454	-65.5564063
2018-11-12	11.2	-9.954135017	-64.85359217
2018-11-13	2.5	-10.47864995	-69.14131553
2018-11-16	1.2	-10.23387172	-70.21280328
2018-12-03	5.8	-9.574364248	-61.29019275
2018-12-05	16.6	-17.91316475	-134.2262268
2018-12-06	0.3	-18.59889657	-129.7953285
2018-12-10	30	-17.81085202	-135.4455159
2018-12-11	2.8	-20.55568658	-159.6218573
2018-12-17	1.2	-23.90368546	-178.6123702
2018-12-18	9.1	-18.05806718	-127.8388699
2018-12-19	1.2	-17.42153829	-123.8101488
2018-12-21	1.2	-15.80429404	-109.1746004
2018-12-27	3.6	-18.48352695	-131.0984496
2019-01-02	8.9	-16.29575106	-122.0561664
2019-01-07	3.2	-14.18955611	-104.1555643
2019-01-08	0.2	-11.36130348	-71.57758866
2019-01-14	6.6	-17.58491175	-130.231479
2019-01-15	7.6	-23.04014813	-172.5478888
2019-01-21	0.4	-24.06118624	-173.0330695
2019-01-24	0.3	-16.50718419	-108.6394329
2019-01-25	1.4	-16.22028411	-110.8811839
2019-01-28	4.2	-19.11083219	-137.4317644
2019-01-29	0.7	-21.35582973	-164.3551861
2019-01-30	1.1	-23.45909162	-180.0836719
2019-02-01	0.3	-18.52862113	-127.7883775
2019-02-04	8	-25.45446793	-193.7285403
2019-02-06	0.5	-25.90459264	-194.7958597
2019-02-07	3.7	-20.47338169	-155.5401011
2019-02-08	1.9	-21.3714998	-163.9055297
2019-02-10	16.4	-20.75002657	-159.8397323
2019-02-13	2.6	-17.03950275	-129.327451
2019-02-14	4	-14.10162654	-108.3621796
2019-02-18	1.1	-16.10073804	-120.6330686
2019-02-22	0.2	-14.9039461	-111.0890384
2019-02-25	0.1	-8.418765288	-69.49130285
2019-02-26	2.2	-15.85605939	-120.8170611
2019-02-28	1.6	-16.11441144	-127.7433655
2019-03-04	1.2	-15.92528305	-116.2917073
2019-03-08	15.4	-22.40012696	-171.8364163
2019-03-11	9.6	-22.24410394	-165.3544374
2019-03-14	5.2	-13.19155988	-94.74315248
2019-03-15	4.7	-15.45551268	-119.3969856
2019-03-18	23.2	-21.32721404	-164.5563712
2019-03-19	1.2	-18.89445985	-146.3611312
2019-03-20	2.4	-20.0160831	-156.4877074
2019-03-25	0.6	-9.202565145	-72.97122798
2019-03-27	0.3	-11.0561525	-85.88953292
2019-04-01	1.8	-16.99380537	-128.4781384
2019-04-08	0.6	-14.16812523	-99.42888075
2019-04-30	2	-2.231868103	-41.73194547
2019-05-02	5.8	-12.86522285	-95.94681929
2019-05-06	2.1	-12.65004897	-88.0298191
2019-05-07	6.1	-9.692036468	-58.934345
2019-05-08	12.6	-14.41126168	-96.0711633
2019-05-13	24.3	-12.85613793	-91.60302344
2019-05-24	27.5	-9.585552692	-64.50625074
2019-05-27	0.9	-9.37444328	-70.03703034
2019-05-29	3.4	-9.869506443	-70.38106361
2019-05-31	16.5	-13.29269872	-97.98794291
2019-06-04	13.1	-7.994582961	-60.09027464
2019-06-05	0.2	-3.195692062	-33.4928771
2019-06-11	0.1	-9.399073588	-76.55317429
2019-06-18	3	-4.303105292	-29.55326235
2019-06-19	0.5	-3.734700252	-40.32915678
2019-06-20	21	-4.443281276	-35.79785644
2019-06-24	8.6	-8.822089224	-73.44477307
2019-06-27	0.6	-5.844110744	-61.60411517
2019-07-01	12.8	-8.400270648	-54.41973746
2019-07-05	0.6	-9.686672764	-78.99256847
2019-07-08	17.7	-12.63637167	-97.67058801
2019-07-15	9.6	-10.38598186	-72.01993444
2019-07-17	1.3	-8.263535707	-70.85932605
2019-08-06	4.5	-10.51357091	-77.10441835
2019-08-12	13.8	-9.174952695	-67.78447248
2019-08-13	2.4	-6.475808326	-48.15924464
2019-08-14	0.2	-7.865574971	-62.16340656
2019-08-20	45.9	-12.60052786	-91.80909253
2019-08-23	1.7	-9.092184434	-66.27808903
2019-08-26	5.5	-10.93941937	-87.4212047
2019-08-30	1.1	-6.289531092	-43.85313969
2019-09-02	5.5	-6.94475824	-45.23231204
2019-09-03	1.6	-7.594539543	-49.98385268
2019-09-04	1	-8.321732745	-68.9169652
2019-09-06	8.3	-8.776773129	-59.23675355
2019-09-09	5.7	-13.81662099	-102.6892988
2019-09-12	2.8	-10.24790046	-72.16027514
2019-09-13	0.3	-5.969736106	-56.10060446
2019-09-16	15.2	-15.58195632	-114.4821607
2019-09-23	3.7	-18.58705649	-145.0336718
2019-09-30	4	-10.93988203	-75.41634874
2019-10-01	8	-14.8070683	-109.836869
2019-10-02	7.9	-12.37562548	-90.06918826
2019-10-10	0.6	-13.09063933	-90.63129411
2019-10-11	3.1	-11.27807067	-74.28631238
2019-10-14	3.3	-20.84506248	-157.0985643
2019-10-17	0.3	-13.42659079	-90.85560482
2019-10-18	0.4	-13.30794065	-92.21311378
2019-10-21	2.6	-17.78412681	-129.3459992
2019-10-24	1	-17.88623819	-136.2300176
2019-10-25	2.4	-7.128411672	-51.95164904
2019-10-28	10.4	-17.97607293	-132.8195408
2019-10-31	1.8	-14.50769944	-96.80648211
2019-11-04	1.2	-13.30017811	-86.56554012
2019-11-11	8	-23.26876933	-172.8494913
2019-11-12	1.3	-19.27479395	-139.7775658
2019-11-13	10.2	-17.96628865	-128.9883907
2019-11-18	5.1	-19.5758609	-145.6173296
2019-11-20	10.5	-14.41651573	-103.1932133
2019-11-21	0.5	-14.54538978	-104.190271
2019-11-22	0.9	-11.46810487	-78.80194241
2019-11-25	2.1	-10.71250022	-65.95167154
2019-11-27	3.3	-20.37398948	-151.2975329
2019-11-29	8	-23.3576477	-176.5344585
2019-12-04	3	-17.59982151	-133.3670066
2019-12-09	5.7	-22.57604066	-168.6629856
2019-12-11	8.4	-18.22557403	-135.9229477
2019-12-16	14.2	-17.10320758	-129.261156
2019-12-19	1.2	-18.15731651	-129.3024749
2019-12-23	12	-12.06294014	-90.59626699
2019-12-27	2.9	-22.85507603	-176.2539404
2019-12-30	9.2	-16.72471273	-129.7288408
2020-01-02	4.1	-15.51683235	-116.809834
2020-01-07	2.2	-15.06071869	-117.6205198
2020-01-13	0.2	-10.9695963	-65.86199992
2020-01-15	2.5	-14.5660489	-112.403299
2020-01-16	5.2	-21.037486	-163.9889588
2020-01-20	16.7	-10.55611027	-75.0632238
2020-01-23	7.3	-14.69780115	-111.5256776
2020-01-27	6.2	-17.2756199	-131.777611
2020-01-28	6.3	-12.82337747	-93.49026915
2020-01-29	2.4	-16.5236094	-123.3980933
2020-01-30	3	-18.00166697	-135.5878605
2020-02-03	13.1	-14.50132893	-110.826986
2020-02-06	2.8	-12.49196579	-88.76366618
2020-02-10	14.6	-16.04582339	-127.4460338
2020-02-11	0.2	-10.72218371	-83.32850604
2020-02-17	20.1	-14.99939531	-120.948317
2020-02-24	10.3	-13.0706345	-101.6084856
2020-03-02	1.7	-14.54224849	-98.23433252
2020-03-03	1.5	-21.58396709	-165.4095281
2020-03-05	5.5	-20.74969076	-160.347608
2020-03-09	8.1	-18.3457436	-141.8121524
2020-03-12	8.1	-11.90729244	-89.84126072
2020-03-18	0.2	-14.17637107	-119.3882772
2020-03-30	0.1	-12.16702258	-75.72136174
2020-03-31	1.6	-23.35996853	-181.8537966
2020-04-02	3.6	-11.43927776	-83.58142256
2020-04-06	0.1	-20.3259496	-157.5328323
2020-04-14	11	-20.43826614	-157.706876
2020-04-15	4.2	-15.70244959	-121.8683515
2020-04-27	3.2	-8.222285839	-64.32371641
2020-05-04	10.1	-17.27898532	-130.8691104
2020-05-11	4.9	-10.87395089	-74.76708374
2020-05-20	3.6	-15.98825408	-118.197534
2020-05-25	0.3	-9.106551555	-74.87279874
2020-05-27	0.2	-5.898940668	-60.4873309
2020-06-08	22.6	-13.35433135	-102.7894473
2020-06-18	1.2	-2.832809123	-35.51288094
2020-06-26	0.4	-2.209419207	-38.04133908
2020-06-29	0.2	-2.531175665	-40.03461501
2020-06-30	6	-6.977430455	-43.03906827
2020-07-01	0.5	-7.529316256	-66.06463699
2020-07-03	12	-12.46290706	-91.7096795
2020-07-06	13	-13.16839646	-100.1137504
2020-07-07	3.5	-13.98396018	-102.6204366
2020-07-08	1.9	-12.14948465	-99.6447765
2020-07-09	13.1	-12.76091398	-91.51987988
2020-07-10	3.9	-12.47023083	-95.5203076
2020-07-13	7.9	-12.72871707	-110.7277746
2020-07-14	0.3	-12.62662736	-108.5658343
2020-07-21	2.7	-9.924479233	-72.24495502
2020-07-23	17.9	-16.14286196	-122.1014735
2020-07-24	4.5	-11.28356279	-81.83389792
2020-07-27	9.6	-13.90578297	-110.6477334
2020-07-28	3.2	-7.552680171	-51.54983257
2020-07-29	0.3	-7.615079272	-56.8562218
2020-07-30	10.3	-10.8862659	-75.91633232
2020-07-31	0.6	-9.051078367	-66.61802556
2020-08-04	0.3	-7.855452946	-66.30991605
2020-08-12	5.5	-10.41261544	-72.708032
2020-08-24	14	-10.89829113	-78.94005024
2020-08-26	1.9	-11.63421233	-92.18807347
2020-08-27	0.9	-12.25346295	-92.96182021
2020-08-31	1.3	-10.52415224	-75.37402133
2020-09-04	6.5	-9.518898489	-64.94514131
2020-09-07	7.5	-9.312369356	-67.03146516
2020-09-09	1.4	-10.73607899	-83.4338857
2020-09-10	1	-10.18074808	-88.591986
2020-09-14	2.3	-8.976442539	-68.01024808
2020-09-17	35.1	-15.73552285	-115.9660644
2020-09-21	3.6	-10.88897482	-90.76350785
2020-09-24	6.2	-8.225191453	-59.02460293
2020-10-02	0.9	-9.337589089	-62.51436965
2020-10-05	0.8	-8.620156906	-56.8518045
2020-10-07	38.6	-11.1546248	-75.62714186
2020-10-08	3.4	-11.59497488	-81.37083113
2020-10-09	0.7	-9.439237907	-66.01481424
2020-10-12	31.4	-16.91268161	-128.3683762
2020-10-14	0.2	-12.34071295	-90.35393692
2020-10-16	3.1	-12.7026555	-90.91049517
2020-10-19	17.4	-23.63261456	-177.6940718
2020-10-20	0.3	-17.24211178	-120.3816269
2020-10-22	10.9	-21.72678526	-160.4315789
2020-10-23	2.6	-18.27894786	-133.4974371
2020-10-26	7.8	-12.26427832	-84.30403236
2020-10-27	15.9	-17.54140532	-131.0600597
2020-10-30	2.2	-11.39911856	-81.13426133
2020-11-02	35.4	-11.16207151	-79.32548281
2020-11-03	18.7	-10.23927238	-74.97213999
2020-11-06	3.5	-10.78258363	-78.27817444
2020-11-12	1.4	-9.941048322	-64.25599599
2020-11-16	9	-9.19401102	-60.53341199
2020-11-23	29.4	-12.9124127	-96.13958889
2020-11-26	6.7	-14.45533404	-103.6840424
2020-11-30	1.4	-13.89697374	-95.81533111
2020-12-02	1.7	-16.4536738	-115.6376082
2020-12-03	1.9	-12.55942817	-80.63450771
2020-12-04	1.7	-11.93195498	-76.65515436
2020-12-07	14.6	-12.59806365	-88.60326791
2020-12-09	5.2	-10.32823776	-62.35765024
2020-12-11	0.2	-10.56576478	-63.78236487
2020-12-14	5.6	-12.59886802	-81.91248003
2020-12-16	6.5	-15.49103712	-113.7764926
2021-01-04	8.1	-18.17189725	-131.6905653
2021-01-08	2.8	-19.14022213	-133.9043713
2021-01-11	7.5	-18.1622645	-129.7897358
2021-01-14	29.8	-24.27491558	-183.5536455
2021-01-19	0.4	-21.79802023	-151.5356149
2021-01-21	6.8	-22.04346585	-166.786933
2021-01-25	29	-18.00913897	-134.6639727
2021-01-29	0.6	-19.9176058	-145.7969405
2021-02-01	2.2	-28.42049917	-212.9348022
2021-02-05	4.2	-15.06120769	-101.4711389
2021-02-08	0.9	-13.48397044	-86.0612188
2021-02-22	18.4	-15.24438033	-112.6704425
2021-02-25	12.4	-13.04363269	-94.9471631
2021-03-01	1.1	-11.01457829	-80.70148172
2021-03-04	0.2	-8.214040142	-54.3775978
2021-03-08	1.8	-16.70117266	-125.8426958
2021-03-09	3.3	-19.68508207	-143.1195833
2021-03-15	5.1	-13.55243002	-92.91777646
2021-03-18	0.2	-13.87257888	-106.9201389
2021-03-22	0.1	-10.42755968	-81.90690137
2021-03-29	1.4	-7.424136982	-50.02875638
2021-04-06	0.9	-17.3507563	-140.9024209
2021-04-12	5.2	-14.89078628	-116.6905708
2021-04-14	15.4	-14.36483654	-103.2511629
2021-04-26	3.3	-19.61153005	-150.0110953
2021-05-07	0.3	-10.14776255	-77.4328323
2021-05-11	3.7	-10.52202665	-76.07449349
2021-05-17	0.4	-6.291536431	-47.55121032
2021-05-18	11.6	-12.13457038	-88.14600179
2021-05-24	19.9	-14.06661382	-103.3714251
2021-06-07	6.2	-2.868016875	-38.33586607
2021-06-11	0.3	0.057701023	-34.40228752
2021-06-14	13.2	-8.367444708	-67.36436578
2021-06-15	21.6	-13.87433081	-106.6492672
2021-06-18	1.9	-3.391021325	-31.0565732
2021-06-21	25.8	-5.614423068	-35.09377809
2021-06-22	9.9	-7.436381424	-49.47026034
2021-06-28	0.3	-1.88534727	-32.52736325
2021-07-08	0.3	-6.211720881	-51.05107123
2021-07-12	20.8	-7.52278726	-49.38279977
2021-07-15	3.5	-6.409340523	-45.81146984
2021-07-16	0.5	-4.066169756	-34.37972389
2021-07-19	20.3	-9.419980339	-66.77232442
2021-07-30	5.5	-10.37586775	-73.11670515
2021-08-02	17.9	-9.694230912	-72.39335527
2021-08-09	17.6	-11.41916399	-82.48788155
2021-08-10	0.5	-7.925834558	-59.78237916
2021-08-11	7	-9.687440938	-74.67254679
2021-08-13	0.4	-8.232192462	-70.32013603
2021-08-16	19.6	-9.539840341	-70.81108965
2021-08-18	27	-10.77833944	-75.07737616
2021-08-19	3.2	-11.81936346	-81.8517772
2021-08-20	2.9	-14.71715547	-109.4059569
2021-08-23	4.4	-14.78794833	-117.1377228
2021-08-24	0.4	-8.712518408	-73.39858937
2021-08-26	35.2	-16.5669743	-120.2853203
2021-09-06	5.3	-12.90159955	-103.3666482
2021-09-07	1.1	-7.803837431	-63.80538657
2021-09-13	11.3	-11.21366444	-81.72065212
2021-09-14	0.2	-8.195865427	-61.98459078
2021-09-17	0.5	-12.3517028	-88.35216613
2021-09-20	0.7	-12.89865833	-89.99411814
2021-09-21	1.5	-11.08234358	-72.65311308
2021-09-23	17.9	-9.952566841	-68.53544155
2021-09-24	23.3	-12.78978125	-89.20904009
2021-09-27	7.8	-16.6885892	-125.0517666
2021-10-01	3.7	-9.617785203	-61.85920724
2021-10-04	10.8	-7.803259329	-50.84519656
2021-10-08	31.1	-11.22886009	-76.51288064
2021-10-11	2.1	-9.85501056	-69.10668708
2021-10-18	33.6	-17.13196163	-129.1330661
2021-10-21	24.6	-17.64919457	-129.8636559
2021-10-22	6.7	-19.15283452	-143.3868617
2021-10-25	8.2	-18.82784729	-138.8306405
2021-10-27	2	-14.05572535	-103.5939819
2021-10-28	4.2	-17.22495823	-129.5979342
2021-11-01	7.3	-10.95398849	-76.51529476
2021-11-03	3.9	-8.535448448	-55.32447538
2021-11-04	6.5	-12.63522296	-86.81398112
2021-11-08	5.4	-14.63821754	-101.5616215
2021-11-09	4.5	-22.11048862	-165.9629062
2021-11-12	0.9	-12.50835886	-85.61716833
2021-11-17	0.5	-10.71496603	-78.10407822
2021-11-19	3.5	-14.12559158	-99.34735694
2021-11-25	13.2	-19.57453195	-147.6294001
2021-11-26	5.3	-21.64320708	-158.2770669
2021-11-29	2.4	-20.17864055	-138.3331492
2021-12-03	2.1	-21.00648079	-143.0776904
2021-12-06	1.1	-18.00827234	-112.5156046
2021-12-09	1.3	-17.7486814	-113.2150344
2021-12-10	1.5	-19.07747593	-129.7918177
2021-12-13	8.1	-12.35493401	-81.14085726
2021-12-17	0.9	-11.82599469	-78.21261598
2021-12-20	1.4	-14.46022418	-104.9862545
2022-01-03	15.4	-18.51210739	-137.1240966
2022-01-04	1.8	-15.99757017	-116.8268282
2022-01-10	2.4	-15.77786023	-108.2099409
2022-01-14	7.5	-13.41975891	-99.86930017
2022-01-17	1.2	-13.99065156	-101.7405226
2022-01-21	1.3	-19.07366574	-145.3370422
2022-01-24	1.6	-12.23157482	-88.18553856
2022-01-27	0.6	-11.14823736	-71.13571531
2022-01-31	1.7	-13.87198025	-97.02517795
2022-02-02	1.1	-21.26301543	-155.8025727
2022-02-04	5.6	-21.73257763	-162.4993491
2022-02-07	13.7	-17.34802459	-131.0081047
2022-02-09	2.4	-15.28958058	-108.8992847
2022-02-14	2.5	-16.7079319	-124.9825738
2022-02-16	2.6	-18.11742838	-134.8637851
2022-02-17	5.2	-17.10892302	-126.6206514
2022-02-18	0.2	-23.14326091	-174.7770263
2022-02-21	0.5	-17.45563161	-129.3972318
2022-02-24	5.4	-16.87133307	-126.8998013
2022-02-25	4.2	-18.68300186	-143.0466328
2022-03-02	0.1	-12.25890535	-92.79871264
2022-03-07	0.1	-10.37069673	-75.46783437
2022-03-08	1.7	-17.05922186	-129.035805
2022-03-10	0.3	-8.96900858	-63.08659237
2022-03-18	0.5	-11.40048714	-82.85260137
2022-03-25	3.8	-14.24682333	-108.0946843
2022-03-28	14.5	-19.61391003	-149.9903537
